Used to balance the books when recording expenses added to stock,برای موازنهٔ دفاتر هنگام ثبت هزینه‌های اضافه‌شده به موجودی استفاده می‌شود,
Used to balance the books when recording extra purchase costs like freight or customs,برای موازنهٔ دفاتر هنگام ثبت هزینه‌های اضافی خرید مانند کرایه حمل یا عوارض گمرکی استفاده می‌شود,
Used to create an opening Stock Entry with the Valuation Rate when the item is saved,برای ایجاد سند انبار افتتاحیه با نرخ ارزش‌گذاری هنگام ذخیرهٔ کالا استفاده می‌شود,
Used to pick the correct rate row inside the Tax Withholding Category for this supplier (e.g. Company vs Individual rates),برای انتخاب ردیف نرخ صحیح در دستهٔ مالیات تکلیفی برای این تأمین‌کننده استفاده می‌شود (مثلاً نرخ‌های شرکتی در مقابل فردی),
Used with Financial Report Template,همراه با الگوی گزارش مالی استفاده می‌شود,
User '{0}' already has the role '{1}',کاربر «{0}» قبلاً نقش «{1}» را دارد,
User {} is disabled. Please select valid user/cashier,کاربر {} غیرفعال است. لطفاً کاربر/صندوقدار معتبر را انتخاب کردن کنید,
User {0} cannot be deleted,کاربر {0} قابل حذف نیست,
User {0} cannot be disabled,کاربر {0} را نمی‌توان غیرفعال کرد,
User {0} cannot be renamed,کاربر {0} را نمی‌توان تغییر نام داد,
User {0} does not exist,کاربر {0} وجود ندارد,
User {0} does not have access to this document,کاربر {0} به این سند دسترسی ندارد,
User {0} does not have doctype access via role permission for document {1},کاربر {0} دسترسی doctype از طریق مجوز نقش برای سند {1} ندارد,
User {0} does not have the permission to create a Workspace.,کاربر {0} مجوز ایجاد محیط کار را ندارد.,
User {0} doesn't have any default POS Profile. Check Default at Row {1} for this User.,کاربر {0} هیچ نمایه POS پیش‌فرضی ندارد. پیش‌فرض را در ردیف {1} برای این کاربر بررسی کنید.,
User {0} has requested for data deletion,کاربر {0} درخواست حذف داده‌ها را داده است,
User {0} has started an impersonation session as you. <br><br><b>Reason provided:</b> {1},کاربر {0} یک جلسه جعل هویت به عنوان شما شروع کرده است. <br><br><b>دلیل ارائه شده:</b> {1},
User {0} impersonated as {1},کاربر {0} به عنوان {1} جعل هویت کرد,
User {0} is already assigned to Employee {1},کاربر {0} قبلاً به کارمند {1} اختصاص داده شده است,
User {0} is disabled,کاربر {0} غیرفعال است,
User {0} is disabled. Please contact your System Manager.,کاربر {0} غیرفعال است. لطفاً با مدیر سیستم خود تماس بگیرید.,
User {0} is not permitted to access this document.,کاربر {0} اجازه دسترسی به این سند را ندارد.,
User {0}: Removed Employee role as there is no mapped employee.,کاربر {0}: نقش کارمند حذف شد زیرا کارمند نگاشت شده وجود ندارد.,
User {0}: Removed Employee Self Service role as there is no mapped employee.,کاربر {0}: نقش خود سرویس کارمند حذف شد زیرا کارمند نگاشت شده وجود ندارد.,
User can login using Email id or Mobile number,کاربر می‌تواند با شناسه ایمیل یا شماره موبایل وارد شود,
User can login using Email id or User Name,کاربر می‌تواند با شناسه ایمیل یا نام کاربری وارد شود,
User Changed,کاربر تغییر کرد,
User don't have permissions to select/read this account.,کاربر مجوز انتخاب/خواندن این حساب را ندارد.,
User Forum,انجمن کاربر,
User has not applied rule on the invoice {0},کاربر قانون روی فاکتور اعمال نکرده است {0},
User Id Field is mandatory in the user type {0},فیلد شناسه کاربری در نوع کاربر {0} اجباری است,
User ID not set for Employee {0},شناسه کاربری برای کارمند {0} تنظیم نشده است,
User is disabled,کاربر غیرفعال است,
User is mandatory for Share,کاربر برای اشتراک گذاری اجباری است,
User Menu,منو کاربر,
User not allowed to synchronize data from Frappe CRM on ERPNext. Contact System Manager of ERPNext.,کاربر مجاز به همگام‌سازی داده از Frappe CRM روی ERPNext نیست. با مدیر سیستم ERPNext تماس بگیرید.,
User permission already exists,مجوز کاربر از قبل وجود دارد,
User Permissions,مجوزهای کاربر,Button in list view menu
User Permissions are used to limit users to specific records.,مجوزهای کاربر برای محدود کردن کاربران به رکوردهای خاص استفاده می‌شود.,
User Permissions created successfully,مجوزهای کاربر با موفقیت ایجاد شد,
User with email address {0} does not exist,کاربری با آدرس ایمیل {0} وجود ندارد,
User with email: {0} does not exist in the system. Please ask 'System Administrator' to create the user for you.,کاربر با ایمیل: {0} در سیستم وجود ندارد. لطفاً از «ادمین سیستم» بخواهید که کاربر را برای شما ایجاد کند.,
Username {0} already exists,نام کاربری {0} از قبل وجود دارد,
Users are only able to delete attached files if the document is either in draft or if the document is canceled and they are also able to delete the document.,کاربران فقط در صورتی می‌توانند فایل‌های پیوست شده را حذف کنند که سند در حالت پیش‌نویس باشد یا لغو شده باشد و همچنین می‌توانند سند را حذف کنند.,
Users can enable the checkbox If they want to adjust the incoming rate (set using purchase receipt) based on the purchase invoice rate.,اگر کاربران بخواهند نرخ ورودی (تنظیم با استفاده از رسید خرید) را بر اساس نرخ فاکتور خرید تنظیم کنند، می‌توانند کادر انتخاب را فعال کنند.,
Users can make manufacture entry against Job Cards,کاربران می‌توانند ثبت تولید را در مقابل کارت‌های کار انجام دهند,
"Users listed here can log into the customer portal to view their orders, invoices, and deliveries.",کاربران فهرست‌شده در اینجا می‌توانند برای مشاهدهٔ سفارش‌ها، فاکتورها و تحویل‌های خود، به پورتال مشتری وارد شوند.,
Users with this role are allowed to over bill above the allowance percentage,کاربرانی که این نقش را دارند مجاز به اضافه صورت‌حساب بالاتر از درصد مجاز هستند,
Users with this role are allowed to over deliver/receive against orders above the allowance percentage,کاربرانی که این نقش را دارند مجاز به بیش تحویل/دریافت سفارش‌ها بالاتر از درصد مجاز هستند,
Users with this role can still submit invoices for customers who have crossed their Overdue Limit.,کاربران دارای این نقش همچنان می‌توانند برای مشتریانی که از سقف سررسیدگذشتهٔ خود عبور کرده‌اند، فاکتور ثبت نهایی کنند.,
Users with this role will be notified if the asset depreciation gets failed,کاربران دارای این نقش، در صورت شکست استهلاک دارایی مطلع خواهند شد,
Uses system's theme to switch between light and dark mode,از تم سیستم برای جابجایی بین حالت روشن و تاریک استفاده می‌کند,
Using negative stock disables FIFO/Moving average valuation when inventory is negative.,استفاده از موجودی منفی، ارزش گذاری FIFO / میانگین متحرک را زمانی که موجودی کالا منفی است، غیرفعال می‌کند.,
Using this console may allow attackers to impersonate you and steal your information. Do not enter or paste code that you do not understand.,استفاده از این کنسول ممکن است به مهاجمان اجازه دهد که شما را جعل کنند و اطلاعات شما را بدزدند. کدی را که متوجه نمی شوید وارد یا جایگذاری نکنید.,
Utility Expenses,هزینه‌های آب و برق,
UUID,UUID,
Valid,معتبر,
Valid from and valid upto fields are mandatory for the cumulative,معتبر از و معتبر تا فیلدها برای تجمعی اجباری است,
Valid From date not in Fiscal Year {0},معتبر از تاریخ غیر در سال مالی {0},
Valid From must be after {0} as last GL Entry against the cost center {1} posted on this date,معتبر از باید پس از {0} به عنوان آخرین ثبت دفتر کل در برابر مرکز هزینه {1} پست شده در این تاریخ باشد,
Valid till date cannot be before transaction date,اعتبار تا تاریخ نمی‌تواند قبل از تاریخ تراکنش باشد,
Valid till Date cannot be before Transaction Date,معتبر تا تاریخ نمی‌تواند قبل از تاریخ تراکنش باشد,
Valid Up To date cannot be before Valid From date,تاریخ «معتبر تا» نمی‌تواند قبل از تاریخ «معتبر از» باشد,
Valid Up To date not in Fiscal Year {0},تاریخ «معتبر تا» در سال مالی {0} نیست,
Valid Upto,معتبر تا,
Validation Error,خطای اعتبارسنجی,
Validity period of this quotation has ended.,مدت اعتبار این پیش‌فاکتور به پایان رسیده است.,
Valuation,ارزش گذاری,
Valuation (I - K),ارزش گذاری (I - K),
Valuation and Total,ارزش گذاری و کل,
Valuation Field Type,نوع فیلد ارزش گذاری,
Valuation Rate (In / Out),نرخ ارزش‌گذاری (ورودی/خروجی),
"Valuation Rate and Manual value this item on its own and deduct that cost from the raw material cost, like the pre-v16 scrap items. % of FG Cost allocates a percentage of the remaining raw material cost.",نرخ ارزش‌گذاری و دستی، این کالا را به‌طور مستقل ارزش‌گذاری کرده و آن هزینه را از هزینهٔ مواد اولیه کسر می‌کند، مانند کالاهای ضایعاتی پیش از نسخهٔ ۱۶. درصد هزینهٔ محصول تمام‌شده، درصدی از هزینهٔ باقی‌ماندهٔ مواد اولیه را تخصیص می‌دهد.,
Valuation rate for customer provided items has been set to zero.,نرخ ارزش‌گذاری برای کالاهای ارائه شده توسط مشتری صفر تعیین شده است.,
"Valuation Rate for the Item {0}, is required to do accounting entries for {1} {2}.",نرخ ارزش‌گذاری برای کالا {0}، برای انجام ثبت‌های حسابداری برای {1} {2} لازم است.,
Valuation rate for the item as per Sales Invoice (Only for Internal Transfers),نرخ ارزش‌گذاری کالا طبق فاکتور فروش (فقط برای انتقالات داخلی),
Valuation Rate is mandatory if Opening Stock entered,در صورت ثبت موجودی افتتاحیه، نرخ ارزش‌گذاری الزامی است,
Valuation Rate Missing,نرخ ارزش‌گذاری وجود ندارد,
Valuation Rate required for Item {0} at row {1},نرخ ارزش‌گذاری الزامی است برای کالا {0} در ردیف {1},
Valuation type charges can not be marked as Inclusive,هزینه‌های نوع ارزیابی را نمی‌توان به‌عنوان فراگیر علامت‌گذاری کرد,
Valuation type charges can not marked as Inclusive,هزینه‌های نوع ارزیابی را نمی‌توان به‌عنوان فراگیر علامت‌گذاری کرد,
Value ({0}),مقدار ({0}),
Value (G - D),مقدار (G - D),
Value {0} missing for {1},مقدار {0} برای {1} وجود ندارد,
Value {0} must be in the valid duration format: d h m s,مقدار {0} باید در قالب مدت زمان معتبر باشد: dhms,
Value {0} must in {1} format,مقدار {0} باید در قالب {1} باشد,
Value as on,مقدار در تاریخ,
Value cannot be changed for {0},مقدار برای {0} قابل تغییر نیست,
Value cannot be negative for,ارزش نمی‌تواند منفی باشد,
Value cannot be negative for {0}: {1},مقدار نمی‌تواند برای {0} منفی باشد: {1},
Value Change,تغییر مقدار,
Value for {0} cannot be a list,مقدار {0} نمی‌تواند یک لیست باشد,
Value for a check field can be either 0 or 1,مقدار یک فیلد چک می‌تواند 0 یا 1 باشد,
Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},مقدار ویژگی {0} باید در محدوده {1} تا {2} با افزایش {3} برای آیتم{4} باشد,
Value for field {0} is too long in {1}. Length should be lesser than {2} characters,مقدار فیلد {0} در {1} خیلی طولانی است. طول باید کمتر از {2} کاراکتر باشد,
Value from this field will be set as the due date in the ToDo,مقدار این فیلد به عنوان تاریخ سررسید در لیست انجام کار تنظیم خواهد شد,
Value must be one of {0},مقدار باید یکی از {0} باشد,
"Value of ""None"" implies a public client. In such a case Client Secret is not given to the client and token exchange makes use of PKCE.","مقدار ""None"" به معنای یک کلاینت عمومی است. در این صورت سیکرت کلاینت به کلاینت داده نمی‌شود و تبادل توکن از PKCE استفاده می‌کند.",
Value of goods cannot be 0,ارزش کالا نمی‌تواند 0 باشد,
Value of New Capitalized Asset,ارزش دارایی سرمایه‌ای‌شدهٔ جدید,
Value of New Purchase,ارزش خرید جدید,
Value of Scrapped Asset,ارزش دارایی اسقاط شده,
Value of Sold Asset,ارزش دارایی فروخته‌شده,
Value or Qty,مقدار یا مقدار,
Value Or Qty,مقدار یا مقدار,
Value Proposition,گزاره ارزش,
Value to set when this workflow state is applied. Use plain text (e.g. Approved) or an expression if “Evaluate as Expression” is enabled.,مقدار برای تنظیم هنگام اعمال این وضعیت گردش کار. از متن ساده (مثلاً Approved) یا یک عبارت استفاده کنید اگر «ارزیابی به عنوان عبارت» فعال است.,
Value too big,ارزش خیلی بزرگ است,
Value Too Long,مقدار بیش از حد طولانی,
Values Changed,مقادیر تغییر کرده,
values separated by commas,مقادیر جدا شده با کاما,
Vara,Vara,
variance,واریانس,
Variance,واریانس,
Variance ({}),واریانس ({}),
Variant,گونه,
Variant {0} and its template {1} cannot both be added to the same Pricing Rule,تنوع {0} و الگوی آن {1} نمی‌توانند هر دو به یک قانون قیمت‌گذاری افزوده شوند,
Variant Attribute Error,خطای ویژگی گونه,
Variant Based On cannot be changed,گونه بر اساس قابل تغییر نیست,
Variant BOM,BOM گونه,
Variant creation has been queued.,ایجاد گونه در صف قرار گرفته است.,
Variant Details Report,گزارش جزئیات گونه,
Variant Item,کالا گونه,
Variant Items,کالاهای گونه,
VAT Amount (AED),مبلغ VAT (AED),
VAT on Expenses and All Other Inputs,مالیات بر ارزش افزوده هزینه‌ها و سایر ورودی ها,
VAT on Sales and All Other Outputs,مالیات بر ارزش افزوده بر فروش و سایر خروجی ها,
Vendor Name,نام فروشنده,
Venture Capital,سرمایه‌گذاری خطرپذیر,
Verdana,Verdana,
Verification,تأیید,
Verification code,کد تأیید,
Verification Code,کد تأیید,
Verification code email not sent. Please contact Administrator.,ایمیل کد تأیید ارسال نشد. لطفاً با ادمین تماس بگیرید.,
Verification code has been sent to your registered email address.,کد تأیید به آدرس ایمیل ثبت شده شما ارسال شده است.,
Verification failed please check the link,تأیید انجام نشد لطفاً پیوند را بررسی کنید,
Verification Link,پیوند تأیید,
Verification link has expired.,لینک تأیید اعتبار منقضی شده است.,
Verified,تأیید شده,
Verify,تأیید کنید,
Verify Email,تأیید ایمیل,
Verify Password,تائید گذرواژه,
Verifying...,در حال تأیید...,
Version Updated,نسخه به روز شد,
Versta,Versta,
via {0},از طریق {0},
via Asset Repair,از طریق تعمیر دارایی,
via Assignment Rule,از طریق قانون واگذاری,
via Auto Repeat,از طریق تکرار خودکار,
via BOM Update Tool,از طریق BOM ابزار به‌روزرسانی,
via Data Import,از طریق درون‌بُرد داده,
via Google Meet,از طریق Google Meet,
via Notification,از طریق اطلاع رسانی,
Vice President,معاون رئیس کل,
View {0},مشاهده {0},
View Account Coverage,مشاهده پوشش حساب,
View All,مشاهده همه,
View all {0} users,مشاهده همه {0} کاربر,
View All Prices,مشاهدهٔ همهٔ قیمت‌ها,
View all reconciliation actions taken in this session,مشاهده تمام اقدامات تطبیق صورت‌گرفته در این جلسه,
View all reconciliation actions taken in this session.,مشاهدهٔ تمام اقدامات تطبیق صورت‌گرفته در این جلسه.,
View Audit Trail,مشاهده مسیر حسابرسی,
View BOM Update Log,مشاهده لاگ به‌روزرسانی BOM,
View call log,مشاهده لاگ تماس,
View Chart of Accounts,مشاهده نمودار حساب‌ها,
View Data Based on,مشاهده داده‌ها بر اساس,
View Docs,مشاهده اسناد,
View Doctype Permissions,مشاهده مجوزهای Doctype,
View document,مشاهده سند,
View Documentation,مشاهده مستندات,
View Exchange Gain/Loss Journals,مشاهده دفترهای روزنامه سود/زیان تبدیل,
View File,نمایش فایل,
View Full Log,مشاهده لاگ کامل,
View Instructions,مشاهده دستورالعمل‌ها,
View Leads,مشاهده سرنخ ها,
View Ledger,مشاهده دفتر,
View Ledgers,مشاهده دفتر ها,
View List,مشاهده لیست,
View MRP,مشاهده MRP,
View Now,اکنون مشاهده کنید,
View older transaction,مشاهده تراکنش قدیمی‌تر,
View older transactions,مشاهده تراکنش‌های قدیمی‌تر,
View Permitted Documents,مشاهده اسناد مجاز,
View Report,مشاهده گزارش,
View report in your browser,گزارش را در مرورگر خود مشاهده کنید,
View Sidebar,مشاهده نوار کناری,
View Stock Balance,مشاهده تراز موجودی,
View Stock Ledger,مشاهده دفتر موجودی,
View this in your browser,این را در مرورگر خود مشاهده کنید,
View transaction,مشاهده تراکنش,
View transactions,مشاهده تراکنش‌ها,
View Type,نوع مشاهده,
View Website,مشاهده وب سایت,
View Work Order Summary,مشاهدهٔ خلاصهٔ دستور تولید,
View your response,پاسخ خود را مشاهده کنید,Button in web form
vim,vim,
Vimeo,Vimeo,
Virtual DocType,DocType مجازی,
Virtual DocType {} requires a static method called {} found {},Virtual DocType {} به یک روش ثابت به نام {} found {} نیاز دارد,
Virtual DocType {} requires overriding an instance method called {} found {},Virtual DocType {} به بازنویسی یک روش نمونه به نام {} found {} نیاز دارد,
Virtual tables must be virtual fields,جداول مجازی باید فیلدهای مجازی باشند,
Visible to website/portal users.,قابل مشاهده برای کاربران وب‌سایت/پورتال.,
visible_types entries must be strings or {type: [fields]} maps,اسناد visible_types باید رشته یا نگاشت {نوع: [فیلدها]} باشند,
visible_types fields for {0} must be a list,فیلدهای visible_types برای {0} باید یک فهرست باشد,
visible_types is not valid JSON: {0},visible_types یک JSON معتبر نیست: {0},
visible_types must be a list,visible_types باید یک فهرست باشد,
Visit,بازدید,
Visit Desktop,مشاهده دسکتاپ,
Visit Frappe Support Portal,مراجعه به پورتال پشتیبانی Frappe,
Visit the forums,از انجمن ها دیدن کنید,
Visit Web Page,به صفحه وب مراجعه کنید,
Visits,بازدیدها,
Voice,صدا,
Volt-Ampere,ولت-آمپر,
Voucher,سند مالی,
Voucher {0} is over-allocated by {1},سند مالی {0} توسط {1} بیش از حد تخصیص داده شده است,
Voucher #,# سند مالی,
Voucher Created,سند مالی ایجاد شد,
Voucher Details,جزئیات سند مالی,
Voucher Name,نام سند مالی,
Voucher No is mandatory,شماره سند مالی الزامی است,
vscode,vscode,
Wages,دستمزد,
Wait for it to finish. Deleting the lock file {} will not release the lock.,صبر کنید تا تمام شود. حذف فایل قفل {} قفل را آزاد نمی‌کند.,
Waiting for payment...,در انتظار پرداخت...,
Walk In,مراجعه حضوری,
Want to discuss?,می‌خواهید بحث کنید؟,
wants to access the following details from your account,می‌خواهد به جزئیات زیر از حساب شما دسترسی پیدا کند,
Warehouse {0} can not be deleted as quantity exists for Item {1},انبار {0} را نمی‌توان حذف کرد زیرا مقدار مورد {1} وجود دارد,
Warehouse {0} does not belong to company {1},انبار {0} متعلق به شرکت {1} نیست,
Warehouse {0} does not belong to Company {1}.,انبار {0} متعلق به شرکت {1} نیست.,
Warehouse {0} does not exist,انبار {0} وجود ندارد,
"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}",انبار {0} برای سفارش فروش {1} مجاز نیست، باید {2} باشد,
"Warehouse {0} is not linked to any account, please mention the account in the warehouse record or set default inventory account in company {1}.",انبار {0} به هیچ حسابی مرتبط نیست، لطفاً حساب را در سابقه انبار ذکر کنید یا حساب موجودی پیش‌فرض را در شرکت {1} تنظیم کنید.,
Warehouse can not be deleted as stock ledger entry exists for this warehouse.,انبار را نمی‌توان حذف کرد زیرا ثبت دفتر انبار برای این انبار وجود دارد.,
Warehouse cannot be changed for Serial No.,انبار برای شماره سریال قابل تغییر نیست.,
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,"ظرفیت انبار برای کالا ""{0}"" باید بیشتر از سطح موجودی موجود در {1} {2} باشد.",
Warehouse Disabled?,انبار غیرفعال است؟,
Warehouse is mandatory,انبار اجباری است,
Warehouse is required to get producible FG Items,برای دریافت کالاهای محصول تمام‌شدهٔ قابل‌تولید، انبار لازم است,
Warehouse not found against the account {0},انبار در برابر حساب {0} پیدا نشد,
Warehouse required for stock Item {0},انبار مورد نیاز برای موجودی مورد {0},
Warehouse: {0} does not belong to {1},انبار: {0} متعلق به {1} نیست,
Warehouses with child nodes cannot be converted to ledger,انبارهای دارای گره‌های فرزند را نمی‌توان به دفتر تبدیل کرد,
Warehouses with existing transaction can not be converted to group.,انبارهای دارای تراکنش موجود را نمی‌توان به گروه تبدیل کرد.,
Warehouses with existing transaction can not be converted to ledger.,انبارهای دارای تراکنش موجود را نمی‌توان به دفتر تبدیل کرد.,
Warn,هشدار,
Warn or stop if Item rate is changed in Delivery Notes and Sales Invoices generated from a Sales Order.,اگر نرخ کالا در حواله‌های تحویل و فاکتورهای فروش تولیدشده از یک سفارش فروش تغییر کند، هشدار دهید یا متوقف کنید.,
Warn or stop if Item rate is changed in Purchase Invoice or Purchase Receipt generated from a Purchase Order.,در صورت تغییر نرخ کالا در فاکتور خرید یا رسید خرید تولیدشده از سفارش خرید، هشدار دهید یا متوقف کنید.,
Warning,هشدار,
Warning - Row {0}: Billing Hours are more than Actual Hours,هشدار - ردیف {0}: ساعات صورت‌حساب بیشتر از ساعت‌های واقعی است,
Warning on Negative Stock,هشدار در مورد موجودی منفی,
Warning: Account changed for warehouse,هشدار: حساب برای انبار تغییر کرد,
Warning: Another {0} # {1} exists against stock entry {2},هشدار: یک {0} # {1} دیگر در برابر ثبت موجودی {2} وجود دارد,
Warning: DATA LOSS IMMINENT! Proceeding will permanently delete following database columns from doctype {0}:,هشدار: از دست دادن داده‌ها قریب‌الوقوع است! ادامه‌ی این فرآیند، ستون‌های پایگاه داده‌ی زیر را از doctype {0} به طور دائم حذف خواهد کرد:,
"WARNING: Exotel app has been separated from ERPNext, please install the app to continue using Exotel integration.",هشدار: برنامه Exotel از ERPNext جدا شده است، لطفاً برای ادامه استفاده از Exotel یکپارچه سازی، برنامه را نصب کنید.,
Warning: Material Requested Qty is less than Minimum Order Qty,هشدار: تعداد مواد درخواستی کمتر از حداقل تعداد سفارش است,
Warning: Naming is not set,هشدار: نام‌گذاری تنظیم نشده است,
Warning: Quantity exceeds maximum producible quantity based on quantity of raw materials received through the Subcontracting Inward Order {0}.,هشدار: مقدار از حداکثر مقدار قابل‌تولید بر اساس مقدار مواد اولیهٔ دریافت‌شده از طریق حوالهٔ پیمانکاری فرعی ورودی {0} فراتر می‌رود.,
Warning: Sales Order {0} already exists against Customer's Purchase Order {1},هشدار: سفارش فروش {0} در مقابل سفارش خرید مشتری {1} وجود دارد,
Warning: This action cannot be undone!,هشدار: این عمل قابل بازگشت نیست!,
Warning: Unable to find {0} in any table related to {1},هشدار: نمی‌توان {0} را در جدول مربوط به {1} پیدا کرد,
Warning: Updating counter may lead to document name conflicts if not done properly,هشدار: به‌روزرسانی شمارنده ممکن است در صورت عدم انجام صحیح منجر به تداخل نام سند شود,
Warning: Usage of 'format:' is discouraged.,هشدار: استفاده از 'format:' توصیه نمی‌شود.,
Warning!,هشدار!,
Warnings,هشدارها,
Warranty Expiry (Serial),تاریخ انقضای گارانتی (سریال),
Was this article helpful?,این مقاله به شما کمک کرد؟,
Watch Tutorial,تماشای آموزش,
Watch Video,مشاهدهٔ ویدیو,
Watt,وات,
Watt-Hour,وات-ساعت,
Wavelength In Gigametres,طول موج بر حسب گیگا متر,
Wavelength In Kilometres,طول موج بر حسب کیلومتر,
Wavelength In Megametres,طول موج بر حسب مگا متر,
"We can see {0} is made against {1}. If you want {1}'s outstanding to be updated, uncheck the '{2}' checkbox.",می‌بینیم که {0} در مقابل {1} ایجاد شده است. اگر می‌خواهید مبلغ معوق {1} به‌روزرسانی شود، کادر «{2}» را غیرفعال کنید.,
We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customize it as you wish,ما اجازه ویرایش این سند را نمی دهیم. به سادگی روی دکمه ویرایش در صفحه محیط کار کلیک کنید تا محیط کار شما قابل ویرایش باشد و آن را به دلخواه سفارشی‌سازی کنید.,
We have received a request for deletion of {0} data associated with: {1},ما درخواستی برای حذف {0} داده‌های مرتبط با: {1} دریافت کرده ایم,
We have received a request from you to download your {0} data associated with: {1},ما درخواستی از شما دریافت کرده‌ایم برای دانلود داده‌های {0} مرتبط با: {1},
We look forward to meeting you,مشتاق دیدار شما هستیم,
We received a request to reset the password for your account. Click the button below to set a new password.,ما درخواستی برای بازنشانی گذرواژه حساب شما دریافت کردیم. برای تنظیم گذرواژه جدید، روی دکمه زیر کلیک کنید.,
"We support uploading CSV, XLSX, XLS and PDF files. Please make sure the file contains the correct columns.",ما از بارگذاری فایل‌های CSV، XLSX، XLS و PDF پشتیبانی می‌کنیم. لطفاً مطمئن شوید فایل شامل ستون‌های صحیح است.,
We would like to thank the authors of these packages for their contribution.,مایلیم از نویسندگان این بسته‌ها به خاطر مشارکتشان تشکر کنیم.,
We're here to help!,ما برای کمک اینجا هستیم!,
We've auto-detected the details of the statement file.,ما جزئیات فایل صورت‌حساب را به‌صورت خودکار شناسایی کردیم.,
We've found {0} existing transactions in the system that conflict with the transactions in the statement file. Are you sure you want to proceed with the import?,ما {0} تراکنش موجود در سیستم یافتیم که با تراکنش‌های فایل صورت‌حساب تداخل دارند. آیا مطمئن هستید که می‌خواهید با درون‌ریزی ادامه دهید؟,
We've found 1 existing transaction in the system that conflicts with the transactions in the statement file. Are you sure you want to proceed with the import?,ما ۱ تراکنش موجود در سیستم یافتیم که با تراکنش‌های فایل صورت‌حساب تداخل دارد. آیا مطمئن هستید که می‌خواهید با درون‌ریزی ادامه دهید؟,
We've found 1 transaction in the statement file that will be imported into the system. Please review the details below and click the 'Import' button to proceed.,ما ۱ تراکنش در فایل صورت‌حساب یافتیم که به سیستم درون‌ریزی خواهد شد. لطفاً جزئیات زیر را بررسی کنید و برای ادامه، دکمهٔ «درون‌ریزی» را کلیک کنید.,
We've received your query!,ما پرسمان شما را دریافت کردیم!,
Weak,ضعیف,
Web Form Request key is required,کلید درخواست فرم وب لازم است,
Web Form Request link copied,پیوند درخواست فرم وب کپی شد,
Web Page URL,URL صفحه وب,
Web Template is not specified,قالب وب مشخص نشده است,
Website Manager,مدیر وب سایت,
Website Search Field must be a valid fieldname,فیلد جستجوی وب سایت باید یک نام فیلد معتبر باشد,
"Website, email or phone where vulnerabilities can be reported. Defaults to `https://security.frappe.io`",وب‌سایت، ایمیل یا تلفنی که می‌توان آسیب‌پذیری‌ها را گزارش کرد. پیش‌فرض `https://security.frappe.io`,
Website:,وب‌سایت:,
Websocket,Websocket,
Week,هفته,
Week {0} {1},هفته {0} {1},
Week of the year,هفته سال,
Weekdays,روزهای کاری,
Weekly,هفتگی,
Weekly Long,هفتگی بلند,
Weighted Distribution,توزیع وزنی,
Welcome,خوش آمدید,
Welcome to {0},به {0} خوش آمدید,
Welcome to Frappe!,به Frappe خوش آمدید!,
Welcome to the {0} workspace,به محیط کار {0} خوش آمدید,
Welcome! Please sign in to continue.,خوش آمدید! برای ادامه لطفاً وارد شوید.,
What do you need help with?,برای چه چیزی به کمک نیاز دارید؟,
What do you use today?,امروز از چه چیزی استفاده می‌کنید؟,
What kind of work do you do?,چه نوع کاری انجام می‌دهید؟,
What the recipient receives by email when this notification fires. Mirrors Title/Description by default; set these to make the email differ from the in-app text.,چیزی که گیرنده هنگام صدور این اعلان از طریق ایمیل دریافت می‌کند. به‌صورت پیش‌فرض از عنوان/شرح استفاده می‌کند؛ برای متفاوت‌بودن ایمیل از متن درون‌برنامه‌ای، این‌ها را تنظیم کنید.,
What will be deleted:,چه چیزهایی حذف خواهد شد:,
What's New,تازه ها,
"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses",وقتی انبار والدی انتخاب شود، سیستم بررسی‌های مقدار پیش‌بینی‌شده را در مقابل انبارهای فرزند مرتبط انجام می‌دهد,
"When checked, only cumulative threshold will be applied",در صورت علامت‌گذاری، فقط آستانهٔ تجمعی اعمال خواهد شد,
"When checked, only transaction threshold will be applied for transaction individually",در صورت علامت‌گذاری، فقط آستانهٔ تراکنش به‌صورت جداگانه برای هر تراکنش اعمال خواهد شد,
"When checked, the system will use the posting datetime of the document for naming the document instead of the creation datetime of the document.",در صورت علامت‌گذاری، سیستم به‌جای تاریخ ایجاد سند، از تاریخ و زمان ثبت سند برای نام‌گذاری آن استفاده خواهد کرد.,
when clicked on element it will focus popover if present.,هنگام کلیک روی عنصر، در صورت وجود، بازشو فوکوس خواهد شد.,
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend.",هنگام ایجاد یک آیتم، با وارد کردن یک مقدار برای این فیلد، به طور خودکار قیمت کالا در قسمت پشتیبان ایجاد می‌شود.,
"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.",با فعال‌سازی این گزینه، مهمانان می‌توانند فایل‌ها را در برنامه شما بارگذاری کنند. اگر می‌خواهید بدون نیاز به ورود کاربران، فایل‌ها را جمع‌آوری کنید، مثلاً در فرم وب درخواست شغلی، می‌توانید این گزینه را فعال کنید.,
